Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,Country,Reviews,Reads,Useful,Num_inc_title,Num_inc_review,r_compound,r_negative,r_positive,r_neutral,t_compound,t_negative,t_positive,t_neutral,NN_inc_title,NN_inc_review,Rel_w_title,Rel_w_review,Lems_title,Lems_review,Snow_title,Snow_review,Porter_title,Porter_review,Lanc_title,Lanc_review,Lems_title_review,Snow_title_review,Porter_title_review,Lanc_title_review,Rel_w_title_review,Key_country,Lex_preds
5,14,4,2013,8,50,36,7,15,United States,1,0,0,the best i'av bean trying others for five years,This is the best there is,0.6369,-0.0,0.457,0.543,0.6369,-0.0,0.344,0.656,the best i'av bean trying others for five years,this is the best there is,best i'av bean trying others five years,best,best i'av bean trying others five year,best,best i'av bean tri other five year,best,best i'av bean tri other five year,best,best i'av bean try oth fiv year,best,best i'av bean trying others five year best,best i'av bean tri other five year best,best i'av bean tri other five year best,best i'av bean try oth fiv year best,best i'av bean trying others five years best,1,4
5,13,4,2013,16,55,48,6,15,United States,1,0,0,this is what i have been looking for,"i live in middle east , with telecom companies that charge us in very high price having a replacement for our international calls was mandatory , all of a sudden i found  COMPANY  , now I'm happy to have it , very low rates very good voice quality , what else do I want ?",0.7269,-0.047,0.187,0.766,0.0,-0.0,0.0,1.0,this is what i have been looking for,"i live in middle east , with telecom companies that charge us in very high price having a replacement for our international calls was mandatory , all of a sudden i found COMPANY , now I 'm happy to have it , very low rates very good voice quality , what else do I want ?",looking,"live middle east , telecom companies charge us high price replacement international calls mandatory , sudden found COMPANY , ' happy , low rates good voice quality , else want ",looking,"live middle east , telecom company charge u high price replacement international call mandatory , sudden found COMPANY , ' happy , low rate good voice quality , else want",look,"live middl east , telecom compani charg us high price replac intern call mandatori , sudden found compani , ' happi , low rate good voic qualiti , els want",look,"live middl east , telecom compani charg us high price replac intern call mandatori , sudden found compani , ' happi , low rate good voic qualiti , els want",look,"liv middl east , telecom company charg us high pric replac intern cal mand , sud found company , ' happy , low rat good voic qual , els want","looking live middle east , telecom company charge u high price replacement international call mandatory , sudden found COMPANY , ' happy , low rate good voice quality , else want","look live middl east , telecom compani charg us high price replac intern call mandatori , sudden found compani , ' happi , low rate good voic qualiti , els want","look live middl east , telecom compani charg us high price replac intern call mandatori , sudden found compani , ' happi , low rate good voic qualiti , els want","look liv middl east , telecom company charg us high pric replac intern cal mand , sud found company , ' happy , low rat good voic qual , els want","looking live middle east , telecom companies charge us high price replacement international calls mandatory , sudden found COMPANY , ' happy , low rates good voice quality , else want ",1,3
4,11,4,2013,17,34,56,4,15,United States,1,0,0,the best international call center I have ever never meet .,"it is the best solution for me , in terms of quality and price , to meet my family who live in Ethiopia . But there is some problem in connection and sometimes I have to call NUM 4 times to talk to friends .",0.7845,-0.057,0.203,0.74,0.6369,-0.0,0.344,0.656,the best international call center I have ever never !meet .,"it is the best solution for me , in terms of quality and price , to meet my family who live in ethiopia . but there is some problem in connection and sometimes I have to call NUM 4 times to talk to friends .",best international call center ever never !meet ,"best solution , terms quality price , meet family live ethiopia  problem connection sometimes call NUM 4 times talk friends ",best international call center ever never ! meet,"best solution , term quality price , meet family live ethiopia problem connection sometimes call NUM 4 time talk friend",best intern call center ever never ! meet,"best solut , term qualiti price , meet famili live ethiopia problem connect sometim call num 4 time talk friend",best intern call center ever never ! meet,"best solut , term qualiti price , meet famili live ethiopia problem connect sometim call num 4 time talk friend",best intern cal cent ev nev ! meet,"best solv , term qual pric , meet famy liv ethiop problem connect sometim cal num 4 tim talk friend","best international call center ever never ! meet best solution , term quality price , meet family live ethiopia problem connection sometimes call NUM 4 time talk friend","best intern call center ever never ! meet best solut , term qualiti price , meet famili live ethiopia problem connect sometim call num 4 time talk friend","best intern call center ever never ! meet best solut , term qualiti price , meet famili live ethiopia problem connect sometim call num 4 time talk friend","best intern cal cent ev nev ! meet best solv , term qual pric , meet famy liv ethiop problem connect sometim cal num 4 tim talk friend","best international call center ever never !meet  best solution , terms quality price , meet family live ethiopia  problem connection sometimes call NUM 4 times talk friends ",1,4
5,10,4,2013,15,19,57,3,15,States,1,0,0,location is very wonderful,Nice call and cheap call and profact,0.4215,-0.0,0.318,0.682,0.6115,-0.0,0.571,0.429,location is very wonderful,nice call and cheap call and profact,location wonderful,nice call cheap call profact,location wonderful,nice call cheap call profact,locat wonder,nice call cheap call profact,locat wonder,nice call cheap call profact,loc wond,nic cal cheap cal profact,location wonderful nice call cheap call profact,locat wonder nice call cheap call profact,locat wonder nice call cheap call profact,loc wond nic cal cheap cal profact,location wonderful nice call cheap call profact,9,5
5,10,4,2013,10,3,31,3,15,United States,1,0,0,perfect,it was a relay fantastic calls I can do through the  COMPANY  program it is very clear and cheap .,0.7574,-0.0,0.302,0.698,0.5719,-0.0,1.0,0.0,perfect,it was a relay fantastic calls I can do through the COMPANY program it is very clear and cheap .,perfect,relay fantastic calls COMPANY program clear cheap ,perfect,relay fantastic call COMPANY program clear cheap,perfect,relay fantast call compani program clear cheap,perfect,relay fantast call compani program clear cheap,perfect,relay fantast cal company program clear cheap,perfect relay fantastic call COMPANY program clear cheap,perfect relay fantast call compani program clear cheap,perfect relay fantast call compani program clear cheap,perfect relay fantast cal company program clear cheap,perfect relay fantastic calls COMPANY program clear cheap ,1,5
5,10,4,2013,9,55,50,3,15,United States,1,0,0,reliable absolutely worth it .,I am so happy with this experience .,0.6115,-0.0,0.444,0.556,0.2944,-0.0,0.422,0.578,reliable absolutely worth it .,I am so happy with this experience .,reliable absolutely worth ,happy experience ,reliable absolutely worth,happy experience,reliabl absolut worth,happi experi,reliabl absolut worth,happi experi,rely absolv wor,happy expery,reliable absolutely worth happy experience,reliabl absolut worth happi experi,reliabl absolut worth happi experi,rely absolv wor happy expery,reliable absolutely worth  happy experience ,1,5
4,5,4,2013,18,18,28,5,14,United States,1,0,0,very user friendly, COMPANY  is a sure fire way to connect with friends and family when you are a long way away and the rates are good too !,0.7345,-0.08,0.286,0.634,0.539,-0.0,0.635,0.365,very user friendly,COMPANY is a sure fire way to connect with friends and family when you are a long way away and the rates are good too !,user friendly,COMPANY sure fire way connect friends family long way away rates good !,user friendly,COMPANY sure fire way connect friend family long way away rate good !,user friend,compani sure fire way connect friend famili long way away rate good !,user friendli,compani sure fire way connect friend famili long way away rate good !,us friend,company sur fir way connect friend famy long way away rat good !,user friendly COMPANY sure fire way connect friend family long way away rate good !,user friend compani sure fire way connect friend famili long way away rate good !,user friendli compani sure fire way connect friend famili long way away rate good !,us friend company sur fir way connect friend famy long way away rat good !,user friendly COMPANY sure fire way connect friends family long way away rates good !,1,5
5,3,4,2013,19,26,31,3,14,United States,1,0,0,EFFICIENT RAPID a PLEASURE,I REALLY CAN'T ADD ANYMORE WTHOUT SOMEONE ACCUSING ME OF GETTING A BACKHANDER FROM  COMPANY  .,-0.1779,-0.124,0.0,0.876,0.7579,-0.0,0.867,0.133,EFFICIENT RAPID a PLEASURE,I REALLY CA N'T ADD ANYMORE WTHOUT SOMEONE ACCUSING ME OF GETTING A BACKHANDER FROM COMPANY .,EFFICIENT RAPID PLEASURE,REALLY CA N'T ADD ANYMORE WTHOUT SOMEONE ACCUSING GETTING BACKHANDER COMPANY ,EFFICIENT RAPID PLEASURE,REALLY CA N'T ADD ANYMORE WTHOUT SOMEONE ACCUSING GETTING BACKHANDER COMPANY,effici rapid pleasur,realli ca n't add anymor wthout someon accus get backhand compani,effici rapid pleasur,realli CA n't add anymor wthout someon accus get backhand compani,efficy rapid pleas,real ca n't ad anym wthout someon accus get backhand company,EFFICIENT RAPID PLEASURE REALLY CA N'T ADD ANYMORE WTHOUT SOMEONE ACCUSING GETTING BACKHANDER COMPANY,effici rapid pleasur realli ca n't add anymor wthout someon accus get backhand compani,effici rapid pleasur realli CA n't add anymor wthout someon accus get backhand compani,efficy rapid pleas real ca n't ad anym wthout someon accus get backhand company,EFFICIENT RAPID PLEASURE REALLY CA N'T ADD ANYMORE WTHOUT SOMEONE ACCUSING GETTING BACKHANDER COMPANY ,1,2
4,3,4,2013,18,12,42,3,14,United States,1,0,0,I feel it is good as it is very cheap and convenient except that sometime the voice quality is poor,"I feel it is good as it is very cheap and convenient except that sometime the voice quality is poor ,",-0.0516,-0.135,0.126,0.739,-0.0516,-0.135,0.126,0.739,I feel it is good as it is very cheap and convenient except that sometime the voice quality is poor,"I feel it is good as it is very cheap and convenient except that sometime the voice quality is poor ,",feel good cheap convenient except sometime voice quality poor,"feel good cheap convenient except sometime voice quality poor ,",feel good cheap convenient except sometime voice quality poor,"feel good cheap convenient except sometime voice quality poor ,",feel good cheap conveni except sometim voic qualiti poor,"feel good cheap conveni except sometim voic qualiti poor ,",feel good cheap conveni except sometim voic qualiti poor,"feel good cheap conveni except sometim voic qualiti poor ,",feel good cheap conveny exceiv sometim voic qual poor,"feel good cheap conveny exceiv sometim voic qual poor ,","feel good cheap convenient except sometime voice quality poor feel good cheap convenient except sometime voice quality poor ,","feel good cheap conveni except sometim voic qualiti poor feel good cheap conveni except sometim voic qualiti poor ,","feel good cheap conveni except sometim voic qualiti poor feel good cheap conveni except sometim voic qualiti poor ,","feel good cheap conveny exceiv sometim voic qual poor feel good cheap conveny exceiv sometim voic qual poor ,","feel good cheap convenient except sometime voice quality poor feel good cheap convenient except sometime voice quality poor ,",1,2
4,3,4,2013,16,13,16,3,14,States,1,0,0,if you could let us know how much credit we have left on the phone rather than we are having to go to the net to check our usage ?,Service is good and economical,0.4404,-0.0,0.42,0.58,0.3818,-0.0,0.085,0.915,if you could let us know how much credit we have left on the phone rather than we are having to go to the net to check our usage ?,service is good and economical,could let us know much credit left phone rather go net check usage ,service good economical,could let u know much credit left phone rather go net check usage,service good economical,could let us know much credit left phone rather go net check usag,servic good econom,could let us know much credit left phone rather go net check usag,servic good econom,could let us know much credit left phon rath go net check us,serv good econom,could let u know much credit left phone rather go net check usage service good economical,could let us know much credit left phone rather go net check usag servic good econom,could let us know much credit left phone rather go net check usag servic good econom,could let us know much credit left phon rath go net check us serv good econom,could let us know much credit left phone rather go net check usage  service good economical,9,5
5,3,4,2013,13,5,34,3,14,United States,1,0,0,I 'm pleased with your service .,I am pleased with your service . It was easy to access what I needed . Thank you .,0.8074,-0.0,0.43,0.57,0.4404,-0.0,0.42,0.58,I 'm pleased with your service .,I am pleased with your service . it was easy to access what I needed . thank you .,' pleased service ,pleased service  easy access needed  thank ,' pleased service,pleased service easy access needed thank,' pleas servic,pleas servic easi access need thank,' pleas servic,pleas servic easi access need thank,' pleas serv,pleas serv easy access nee thank,' pleased service pleased service easy access needed thank,' pleas servic pleas servic easi access need thank,' pleas servic pleas servic easi access need thank,' pleas serv pleas serv easy access nee thank,' pleased service  pleased service  easy access needed  thank ,1,5
4,3,4,2013,7,3,48,3,14,United States,1,0,0,a sensible service to keep the world closer,I am quite satisfied with the quality .,0.4754,-0.0,0.382,0.618,0.0,-0.0,0.0,1.0,a sensible service to keep the world closer,I am quite satisfied with the quality .,sensible service keep world closer,quite satisfied quality ,sensible service keep world closer,quite satisfied quality,sensibl servic keep world closer,quit satisfi qualiti,sensibl servic keep world closer,quit satisfi qualiti,sens serv keep world clos,quit satisfy qual,sensible service keep world closer quite satisfied quality,sensibl servic keep world closer quit satisfi qualiti,sensibl servic keep world closer quit satisfi qualiti,sens serv keep world clos quit satisfy qual,sensible service keep world closer quite satisfied quality ,1,5
5,28,3,2013,13,52,24,4,13,United States,2,0,0,Love COMPANY,Extremely easy to use and calls are very easy to make !,0.7703,-0.0,0.426,0.574,0.6369,-0.0,0.808,0.192,love COMPANY,extremely easy to use and calls are very easy to make !,love COMPANY,extremely easy use calls easy make !,love COMPANY,extremely easy use call easy make !,love compani,extrem easi use call easi make !,love compani,extrem easi use call easi make !,lov company,extrem easy us cal easy mak !,love COMPANY extremely easy use call easy make !,love compani extrem easi use call easi make !,love compani extrem easi use call easi make !,lov company extrem easy us cal easy mak !,love COMPANY extremely easy use calls easy make !,1,5
5,27,3,2013,12,45,38,3,13,United States,1,0,0,Superb !,"Very cheap , no hidden costs , I am really enjoying using  COMPANY  !",0.3625,-0.171,0.276,0.553,0.6588,-0.0,1.0,0.0,superb !,"very cheap , no !hidden costs , I am really enjoying using COMPANY !",superb !,"cheap , no !hidden costs , really enjoying using COMPANY !",superb !,"cheap , no ! hidden cost , really enjoying using COMPANY !",superb !,"cheap , no ! hidden cost , realli enjoy use compani !",superb !,"cheap , no ! hidden cost , realli enjoy use compani !",superb !,"cheap , no ! hid cost , real enjoy us company !","superb ! cheap , no ! hidden cost , really enjoying using COMPANY !","superb ! cheap , no ! hidden cost , realli enjoy use compani !","superb ! cheap , no ! hidden cost , realli enjoy use compani !","superb ! cheap , no ! hid cost , real enjoy us company !","superb ! cheap , no !hidden costs , really enjoying using COMPANY !",1,4
5,26,3,2013,18,37,5,2,13,United States,1,0,0,Excellent company to deal with .,"This phone service delivers exactly what it says , at a very reasonable price .",0.0,-0.0,0.0,1.0,0.5719,-0.0,0.481,0.519,excellent company to deal with .,"this phone service delivers exactly what it says , at a very reasonable price .",excellent company deal ,"phone service delivers exactly says , reasonable price ",excellent company deal,"phone service delivers exactly say , reasonable price",excel compani deal,"phone servic deliv exact say , reason price",excel compani deal,"phone servic deliv exactli say , reason price",excel company deal,"phon serv del exact say , reason pric","excellent company deal phone service delivers exactly say , reasonable price","excel compani deal phone servic deliv exact say , reason price","excel compani deal phone servic deliv exactli say , reason price","excel company deal phon serv del exact say , reason pric","excellent company deal  phone service delivers exactly says , reasonable price ",1,5
5,26,3,2013,18,35,5,2,13,United States,1,0,0,using Rebel is defiantly a cheaper way to call and clear .,Every time I've used  COMPANY  the call is very clear . They hear me clearly and I them this to me is one of the most important points of using a phone provider the other is the savings .,0.7708,-0.0,0.194,0.806,0.25,-0.131,0.213,0.656,using rebel is defiantly a cheaper way to call and clear .,every time I 've used COMPANY the call is very clear . they hear me clearly and I them this to me is one of the most important points of using a phone provider the other is the savings .,using rebel defiantly cheaper way call clear ,every time ' used COMPANY call clear  hear clearly one important points using phone provider savings ,using rebel defiantly cheaper way call clear,every time ' used COMPANY call clear hear clearly one important point using phone provider saving,use rebel defiant cheaper way call clear,everi time ' use compani call clear hear clear one import point use phone provid save,use rebel defiantli cheaper way call clear,everi time ' use compani call clear hear clearli one import point use phone provid save,us rebel defy cheap way cal clear,every tim ' us company cal clear hear clear on import point us phon provid sav,using rebel defiantly cheaper way call clear every time ' used COMPANY call clear hear clearly one important point using phone provider saving,use rebel defiant cheaper way call clear everi time ' use compani call clear hear clear one import point use phone provid save,use rebel defiantli cheaper way call clear everi time ' use compani call clear hear clearli one import point use phone provid save,us rebel defy cheap way cal clear every tim ' us company cal clear hear clear on import point us phon provid sav,using rebel defiantly cheaper way call clear  every time ' used COMPANY call clear  hear clearly one important points using phone provider savings ,1,3
5,26,3,2013,17,33,52,2,13,United States,1,0,0,really satisfies me and my emotions in all my calls,"Though it is not ultimately cheaper , but the best for quality . I do not think of any other VOIP . It is more economical and worth for international calls",0.8606,-0.0,0.255,0.745,0.4754,-0.0,0.256,0.744,really satisfies me and my emotions in all my calls,"though it is not !ultimately cheaper , but the best for quality . I do not !think of any other VOIP . it is more economical and worth for international calls",really satisfies emotions calls,"though not !ultimately cheaper , best quality  not !think VOIP  economical worth international calls",really satisfies emotion call,"though not ! ultimately cheaper , best quality not ! think VOIP economical worth international call",realli satisfi emot call,"though not ! ultim cheaper , best qualiti not ! think voip econom worth intern call",realli satisfi emot call,"though not ! ultim cheaper , best qualiti not ! think voip econom worth intern call",real satisfy emot cal,"though not ! ultim cheap , best qual not ! think voip econom wor intern cal","really satisfies emotion call though not ! ultimately cheaper , best quality not ! think VOIP economical worth international call","realli satisfi emot call though not ! ultim cheaper , best qualiti not ! think voip econom worth intern call","realli satisfi emot call though not ! ultim cheaper , best qualiti not ! think voip econom worth intern call","real satisfy emot cal though not ! ultim cheap , best qual not ! think voip econom wor intern cal","really satisfies emotions calls though not !ultimately cheaper , best quality  not !think VOIP  economical worth international calls",1,5
5,26,3,2013,17,13,16,2,13,United States,1,0,0,Excellent service,"I found this service looking for an affortable way to make internationa calls .  COMPANY  lets you try the service before you pay . The quality was excellent and inexpensive . I definitely will keep using this service , and I'll recomend it to my friends and family .",0.8442,-0.029,0.194,0.777,0.5719,-0.0,0.787,0.213,excellent service,"I found this service looking for an affortable way to make internationa calls . COMPANY lets you try the service before you pay . the quality was excellent and inexpensive . I definitely will keep using this service , and I 'll recomend it to my friends and family .",excellent service,"found service looking affortable way make internationa calls  COMPANY lets try service pay  quality excellent inexpensive  definitely keep using service , ' recomend friends family ",excellent service,"found service looking affortable way make internationa call COMPANY let try service pay quality excellent inexpensive definitely keep using service , ' recomend friend family",excel servic,"found servic look affort way make internationa call compani let tri servic pay qualiti excel inexpens definit keep use servic , ' recomend friend famili",excel servic,"found servic look affort way make internationa call compani let tri servic pay qualiti excel inexpens definit keep use servic , ' recomend friend famili",excel serv,"found serv look affort way mak internation cal company let try serv pay qual excel inexpend definit keep us serv , ' recomend friend famy","excellent service found service looking affortable way make internationa call COMPANY let try service pay quality excellent inexpensive definitely keep using service , ' recomend friend family","excel servic found servic look affort way make internationa call compani let tri servic pay qualiti excel inexpens definit keep use servic , ' recomend friend famili","excel servic found servic look affort way make internationa call compani let tri servic pay qualiti excel inexpens definit keep use servic , ' recomend friend famili","excel serv found serv look affort way mak internation cal company let try serv pay qual excel inexpend definit keep us serv , ' recomend friend famy","excellent service found service looking affortable way make internationa calls  COMPANY lets try service pay  quality excellent inexpensive  definitely keep using service , ' recomend friends family ",1,4
5,26,3,2013,16,48,23,2,13,United States,1,0,0,Fantastic and very easy to use . Great job ! ! !,I absolutely appreciate this service and it is indeed affordable or reasonable . Kudos .,0.7425,-0.0,0.386,0.614,0.9148,-0.0,0.702,0.298,fantastic and very easy to use . great job ! ! !,I absolutely appreciate this service and it is indeed affordable or reasonable . kudos .,fantastic easy use  great job !!!,absolutely appreciate service indeed affordable reasonable  kudos ,fantastic easy use great job ! ! !,absolutely appreciate service indeed affordable reasonable kudos,fantast easi use great job ! ! !,absolut appreci servic inde afford reason kudo,fantast easi use great job ! ! !,absolut appreci servic inde afford reason kudo,fantast easy us gre job ! ! !,absolv apprecy serv indee afford reason kudo,fantastic easy use great job ! ! ! absolutely appreciate service indeed affordable reasonable kudos,fantast easi use great job ! ! ! absolut appreci servic inde afford reason kudo,fantast easi use great job ! ! ! absolut appreci servic inde afford reason kudo,fantast easy us gre job ! ! ! absolv apprecy serv indee afford reason kudo,fantastic easy use  great job !!! absolutely appreciate service indeed affordable reasonable  kudos ,1,5
2,20,3,2013,20,48,12,3,12,United States,1,0,0,waste of money,I dont know why all my text going to Riyadh Saudi are being sent and I got charged for it but it's not been delivered when I am using my CP . In order for me to send a text and was received in the other end i need to use the computer . Why is that ? I sent text got deducted in my account and yet the recipient did not receive my text messages .,-0.1027,-0.021,0.0,0.979,-0.4215,-0.583,0.0,0.417,waste of money,I dont !know why all my text going to riyadh saudi are being sent and I got charged for it but it 's not !been delivered when I am using my CP . in order for me to send a text and was received in the other end i need to use the computer . why is that ? I sent text got deducted in my account and yet the recipient did not !receive my text messages .,waste money,dont !know text going riyadh saudi sent got charged ' not !delivered using CP  order send text received end need use computer   sent text got deducted account yet recipient not !receive text messages ,waste money,dont ! know text going riyadh saudi sent got charged ' not ! delivered using CP order send text received end need use computer sent text got deducted account yet recipient not ! receive text message,wast money,dont ! know text go riyadh saudi sent got charg ' not ! deliv use cp order send text receiv end need use comput sent text got deduct account yet recipi not ! receiv text messag,wast money,dont ! know text go riyadh saudi sent got charg ' not ! deliv use CP order send text receiv end need use comput sent text got deduct account yet recipi not ! receiv text messag,wast money,dont ! know text going riyadh saud sent got charg ' not ! del us cp ord send text receiv end nee us comput sent text got deduc account yet recipy not ! receiv text mess,waste money dont ! know text going riyadh saudi sent got charged ' not ! delivered using CP order send text received end need use computer sent text got deducted account yet recipient not ! receive text message,wast money dont ! know text go riyadh saudi sent got charg ' not ! deliv use cp order send text receiv end need use comput sent text got deduct account yet recipi not ! receiv text messag,wast money dont ! know text go riyadh saudi sent got charg ' not ! deliv use CP order send text receiv end need use comput sent text got deduct account yet recipi not ! receiv text messag,wast money dont ! know text going riyadh saud sent got charg ' not ! del us cp ord send text receiv end nee us comput sent text got deduc account yet recipy not ! receiv text mess,waste money dont !know text going riyadh saudi sent got charged ' not !delivered using CP  order send text received end need use computer   sent text got deducted account yet recipient not !receive text messages ,1,1
2,20,3,2013,13,41,5,3,12,United States,1,0,0,PER MINUTE BILLING TOO HIGH,"Before  COMPANY  , i bought phone cards to call Nigeria . Each phone card of  PRICE  NUM would give me about NUM inutes calling nigeria Mobile phones , which means that a  PRICE worth of card should give me NUM hours of talk time .",0.2263,-0.0,0.048,0.952,0.0,-0.0,0.0,1.0,PER MINUTE BILLING TOO HIGH,"before COMPANY , i bought phone cards to call nigeria . each phone card of PRICE NUM would give me about NUM inutes calling nigeria mobile phones , which means that a PRICE worth of card should give me NUM hours of talk time .",PER MINUTE BILLING HIGH,"COMPANY , bought phone cards call nigeria  phone card PRICE NUM would give NUM inutes calling nigeria mobile phones , means PRICE worth card give NUM hours talk time ",PER MINUTE BILLING HIGH,"COMPANY , bought phone card call nigeria phone card PRICE NUM would give NUM inutes calling nigeria mobile phone , mean PRICE worth card give NUM hour talk time",per minut bill high,"compani , bought phone card call nigeria phone card price num would give num inut call nigeria mobil phone , mean price worth card give num hour talk time",per minut bill high,"compani , bought phone card call nigeria phone card price num would give num inut call nigeria mobil phone , mean price worth card give num hour talk time",per minut bil high,"company , bought phon card cal niger phon card pric num would giv num inut cal niger mobl phon , mean pric wor card giv num hour talk tim","PER MINUTE BILLING HIGH COMPANY , bought phone card call nigeria phone card PRICE NUM would give NUM inutes calling nigeria mobile phone , mean PRICE worth card give NUM hour talk time","per minut bill high compani , bought phone card call nigeria phone card price num would give num inut call nigeria mobil phone , mean price worth card give num hour talk time","per minut bill high compani , bought phone card call nigeria phone card price num would give num inut call nigeria mobil phone , mean price worth card give num hour talk time","per minut bil high company , bought phon card cal niger phon card pric num would giv num inut cal niger mobl phon , mean pric wor card giv num hour talk tim","PER MINUTE BILLING HIGH COMPANY , bought phone cards call nigeria  phone card PRICE NUM would give NUM inutes calling nigeria mobile phones , means PRICE worth card give NUM hours talk time ",1,2
5,20,3,2013,11,55,25,3,12,United States,1,0,0,really I like it thank you .,"This program the cheapest call in the world , try , and the gave you NUM M to try it , of you like it good , if you don't like it , you have problem on your mind .",0.6369,-0.068,0.199,0.732,0.6764,-0.0,0.649,0.351,really I like it thank you .,"this program the cheapest call in the world , try , and the gave you NUM M to try it , of you like it good , if you do n't !like it , you have problem on your mind .",really like thank ,"program cheapest call world , try , gave NUM try , like good , n't !like , problem mind ",really like thank,"program cheapest call world , try , gave NUM try , like good , n't ! like , problem mind",realli like thank,"program cheapest call world , tri , gave num tri , like good , n't ! like , problem mind",realli like thank,"program cheapest call world , tri , gave num tri , like good , n't ! like , problem mind",real lik thank,"program cheapest cal world , try , gav num try , lik good , n't ! lik , problem mind","really like thank program cheapest call world , try , gave NUM try , like good , n't ! like , problem mind","realli like thank program cheapest call world , tri , gave num tri , like good , n't ! like , problem mind","realli like thank program cheapest call world , tri , gave num tri , like good , n't ! like , problem mind","real lik thank program cheapest cal world , try , gav num try , lik good , n't ! lik , problem mind","really like thank  program cheapest call world , try , gave NUM try , like good , n't !like , problem mind ",1,5
4,20,3,2013,10,40,40,3,12,Kingdom,9,351,2,Good app Good company needs more Bonuses !,"Found it a very useful service to have to keep in touch with family and friends . Only niggle I have is missing out on the bonuses for the first deposit ! As a client who intends to stick around I would have hoped there were some better "" schemes "" to keep customers happy .",0.953,-0.036,0.315,0.65,0.8746,-0.0,0.714,0.286,good app good company needs more bonuses !,found it a very useful service to have to keep in touch with family and friends . only niggle I have is missing out on the bonuses for the first deposit ! as a client who intends to stick around I would have hoped there were some better `` schemes `` to keep customers happy .,good app good company needs bonuses !,found useful service keep touch family friends  niggle missing bonuses first deposit !client intends stick around would hoped better   schemes   keep customers happy ,good app good company need bonus !,found useful service keep touch family friend niggle missing bonus first deposit ! client intends stick around would hoped better scheme keep customer happy,good app good compani need bonus !,found use servic keep touch famili friend niggl miss bonus first deposit ! client intend stick around would hope better scheme keep custom happi,good app good compani need bonus !,found use servic keep touch famili friend niggl miss bonus first deposit ! client intend stick around would hope better scheme keep custom happi,good ap good company nee bonus !,found us serv keep touch famy friend niggl miss bonus first deposit ! cli intend stick around would hop bet schemes keep custom happy,good app good company need bonus ! found useful service keep touch family friend niggle missing bonus first deposit ! client intends stick around would hoped better scheme keep customer happy,good app good compani need bonus ! found use servic keep touch famili friend niggl miss bonus first deposit ! client intend stick around would hope better scheme keep custom happi,good app good compani need bonus ! found use servic keep touch famili friend niggl miss bonus first deposit ! client intend stick around would hope better scheme keep custom happi,good ap good company nee bonus ! found us serv keep touch famy friend niggl miss bonus first deposit ! cli intend stick around would hop bet schemes keep custom happy,good app good company needs bonuses ! found useful service keep touch family friends  niggle missing bonuses first deposit !client intends stick around would hoped better   schemes   keep customers happy ,7,5
5,18,3,2013,15,18,13,1,12,United States,1,0,1,Best calling service available,I would like to say Thank you for the best service you guys provide !,0.8588,-0.0,0.487,0.513,0.6369,-0.0,0.583,0.417,best calling service available,I would like to say thank you for the best service you guys provide !,best calling service available,would like say thank best service guys provide !,best calling service available,would like say thank best service guy provide !,best call servic avail,would like say thank best servic guy provid !,best call servic avail,would like say thank best servic guy provid !,best cal serv avail,would lik say thank best serv guy provid !,best calling service available would like say thank best service guy provide !,best call servic avail would like say thank best servic guy provid !,best call servic avail would like say thank best servic guy provid !,best cal serv avail would lik say thank best serv guy provid !,best calling service available would like say thank best service guys provide !,1,5
3,16,3,2013,15,25,13,6,11,United States,1,0,0,Good real not Great,"I am a loyal user of  COMPANY  specally with international calls . The connectivity has been outstanding however the rates are a little too high . To achieve that greatness status , lower your rates a bite and my friends who are still hesitent will probably joint . Thanks",0.8979,-0.043,0.255,0.702,-0.1012,-0.402,0.354,0.244,good real not !great,"I am a loyal user of COMPANY specally with international calls . the connectivity has been outstanding however the rates are a little too high . to achieve that greatness status , lower your rates a bite and my friends who are still hesitent will probably joint . thanks",good real not !great,"loyal user COMPANY specally international calls  connectivity outstanding however rates little high  achieve greatness status , lower rates bite friends still hesitent probably joint  thanks",good real not ! great,"loyal user COMPANY specally international call connectivity outstanding however rate little high achieve greatness status , lower rate bite friend still hesitent probably joint thanks",good real not ! great,"loyal user compani specal intern call connect outstand howev rate littl high achiev great status , lower rate bite friend still hesit probabl joint thank",good real not ! great,"loyal user compani specal intern call connect outstand howev rate littl high achiev great statu , lower rate bite friend still hesit probabl joint thank",good real not ! gre,"loy us company spec intern cal connect outstand howev rat littl high achiev gre stat , low rat bit friend stil hesit prob joint thank","good real not ! great loyal user COMPANY specally international call connectivity outstanding however rate little high achieve greatness status , lower rate bite friend still hesitent probably joint thanks","good real not ! great loyal user compani specal intern call connect outstand howev rate littl high achiev great status , lower rate bite friend still hesit probabl joint thank","good real not ! great loyal user compani specal intern call connect outstand howev rate littl high achiev great statu , lower rate bite friend still hesit probabl joint thank","good real not ! gre loy us company spec intern cal connect outstand howev rat littl high achiev gre stat , low rat bit friend stil hesit prob joint thank","good real not !great loyal user COMPANY specally international calls  connectivity outstanding however rates little high  achieve greatness status , lower rates bite friends still hesitent probably joint  thanks",1,4
