Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
excellent voice control without noise,It is very nice voice quality,5,26,6,2014,13,55,31,4,26,2014-06-26T13:55:31,Algeria,V.Arulkumar,1,0,0,
Great great awasome,One word great,5,26,6,2014,13,38,13,4,26,2014-06-26T13:38:13,United States,Harikrishna,1,0,0,
1234567890,alles super :),5,26,6,2014,10,38,47,4,26,2014-06-26T10:38:47,Germany,Ramazan,1,0,0,
"I have been using Rebtel for more than five years and never had any problem . Easy to recharge , fast connection and reasonable prices . Have recommended to many friends and all of them love their service. Thank you Rebtel .",Awsome voice quality,5,26,6,2014,9,46,0,4,26,2014-06-26T09:46:00,United States,Rohit,1,0,0,
"This is bad. I cant use my money once i log out. Its ridiculous. I log out because people have been using my credit. What a rip-off. I didnt even notice that ur account will totally be off. All d account that i know u can log in and out whenever; theres no restrictions and what u have in d account is what u will use again. What a rip-off. Now i have lost my £10. £5 each in two account. I cant even use d £5 in one account; every time i try to make a call, it saying that my balance is too low and that i need to topup. Now i tried logging into d other account, i have no credit. That £10 will do for my childs lunch for a week! This is unacceptable.",not great,1,20,6,2014,21,41,40,5,25,2014-06-20T21:41:40,United Kingdom,Hafsa,1,0,0,
"I can recommed you to all and everyone, this is the best of the best",You are the best of the best I have used ever,5,19,6,2014,13,54,53,4,25,2014-06-19T13:54:53,Sweden,Fathma,1,0,0,
"Will know once the first phone bill arrives, but so far it seems excellent!!","So far it seems an excellent service, however we are yet to receive our first telephone bill post joining.",5,18,6,2014,20,59,1,3,25,2014-06-18T20:59:01,Australia,Jillian,1,0,0,
"So, I got sent a Facebook ad saying 149 minutes to Gambia for £1.49.  As I've got a project in Gambia this was a must have offer!  So I got it and made a 22 minute phone call to Gambia.  Yay! this would have cost me £11 so that was a saving already.  The following week I tried to make another call and it said I had no credit.  When I emailed Rebtel they told me that the 149 minutes had to be used within a week!  They were unable to provide me with the small print I was supposed to have read, but in any case, it was underhand and sneaky and they didn't honour the offer with which I joined.  So, sign up and use Rebtel but make sure you know what your deal means, otherwise it will be disappointing.","Nice idea but beware the small print, their deals might only last 7 days!",3,18,6,2014,18,30,44,3,25,2014-06-18T18:30:44,United Kingdom,Iain,1,0,1,
it has been about 4 years I have been using it: never had a problem.,"effective, extremely easy, no tricks, fast service. what else?",5,18,6,2014,13,3,44,3,25,2014-06-18T13:03:44,Italy,Enrico,1,0,0,
"Whilst trying to find a cheaper alternative to making international calls someone pointed out the Rebtel service to me, and once I found out about the bundles that you can add to your account its meant that I can call abroad for less than a Pint a month!",Long Distance Relationships Just Got Smaller!,4,18,6,2014,10,33,55,3,25,2014-06-18T10:33:55,United Kingdom,Gage,1,0,0,
More than 50% increase in tariff. I will change to local phone once my credit balance is over. Bad service.,Expensive and increase from 0.8 p to 1.5p exc VAT.,1,18,6,2014,10,21,36,3,25,2014-06-18T10:21:36,United Kingdom,Robinson,2,0,0,
I purchased credit on offer but they didn't but took money. Paypal recovered my money from them. Don't trust them. Totally bogus.,Very Bad !,1,29,5,2014,14,10,10,4,22,2014-05-29T14:10:10,United Kingdom,ahmed,1,0,0,
"I recommend this service. It is very convenient and affordable, cheap. The international calls are clear like talking to the next door neighbor.",very satisfied,5,14,5,2014,23,13,19,3,20,2014-05-14T23:13:19,United States,Mahvash,1,0,0,
"положил 1 доллар как в рекламе просили и не мог дозвониться, мой счет ноль, что это такое???",обман,1,11,5,2014,14,41,24,7,19,2014-05-11T14:41:24,Russia,Julian Labarrere,1,0,1,
Not good for Unlimited call. But best one for those who are looking for Limited call at cheapest rate,Best one for those who are looking for Limited call at cheapest rate,4,10,5,2014,17,10,46,6,19,2014-05-10T17:10:46,United States,Sridhar,1,0,0,
I have been using Rebtel to call Nigeria and it is the best available price as far as I know,Rebtel is great for certain countries overseas,5,8,5,2014,0,8,28,4,19,2014-05-08T00:08:28,United States,Edith scruggs,1,0,0,
seem like we talk with someone from short distance. I enjoy it and love it,"easy , clear and good deal",5,7,5,2014,16,9,7,3,19,2014-05-07T16:09:07,United States,Felicita,1,0,0,
rebtel is acceptable,Rebtel  GOOD,3,7,5,2014,11,57,24,3,19,2014-05-07T11:57:24,United States,Serge,1,0,0,
"Rebtel used to be a decent site, but with so many changes and so many bad things about them I'd stay far away. First I bought some time and instead they gave me nothing. +0 to my account balance whoops it was a promo. So I asked for a refund which they did and instead removed money I already have in my account so I actually lost money by putting in money. Do not waste your time with this company. They charge you instantly regardless of whether they connect or not. A lot of these people giving the good reviews will go red once they see how the company really is.",Used to be good now crap,1,7,5,2014,5,24,19,3,19,2014-05-07T05:24:19,United Kingdom,Lian Chien,4,0,2,
"Rebtel provides appalling if not fraudulent service. After offering me an unsolicited 50% credit bonus, I pumped US$25 into my account.  I am in Australia and I call my mother on her mobile phone in Zimbabwe at least once a week.  Regrettably, I have called, was not connected but charged twice. Since the credit top up, I have only been able to able to connect to my mum once.  When I emailed my quandary to Rebtel .They then gave me a link which unfortunately does not include situations such as mine where they charge although they do not connect you.  Besides, they are extremely opaque because they do not have a phone to call for your situation to be addressed.",Looks dodgy,1,6,5,2014,11,22,21,2,19,2014-05-06T11:22:21,Kingdom,Foreman Foto,2,0,2,
STAY AWAY FROM REBTEL!! TERRIBLE CUSTOMER SERVICE. My story is below:,STOLE MY MINUTES!! - TERRIBLE CUSTOMER SERVICE,1,20,4,2014,16,22,0,7,16,2014-04-20T16:22:00,United States,Ike E,1,0,2,
"If you are looking for an easy and relatively cheap way to make international calls, RebTel is for you. But there have to be something better out there.",Good But Not Great,4,16,4,2014,21,18,3,3,16,2014-04-16T21:18:03,United States,Agee,1,0,0,
"Rebtel connects my calls quickly, it is cheaper than other providers. So, join Rebtel! You will not regret it. I have not.",Excellent,5,16,4,2014,19,33,0,3,16,2014-04-16T19:33:00,Italy,Sitta,1,0,0,
1. Rebtel's app on my Android Smartphone is very reliable and easy to use.,With Rebtel I halved my call/sms costs from UK to Nigeria and improved call quality also,4,16,4,2014,15,28,31,3,16,2014-04-16T15:28:31,United Kingdom,Effefiom (Janne's Landlord),2,0,0,
"When I first used Rebtel (1 year ago) I found them to be excellent value and the call quality was great. However I recently went to Morocco & used their service. The call quality was poor & kept dropping. When I arrived home I found that Rebtel had diverted the call to my provider and I am now stuck with large call charges, made even higher because the call kept dropping. I contacted Customer services almost 10 times in over 2 weeks but they will not  respond. Avoid them at all costs or they could cost you huge amounts of money.",Rebtel cost me £££'s and Customer Service has not responded in 2 weeks - Avoid.,1,15,4,2014,9,50,46,2,16,2014-04-15T09:50:46,United Kingdom,LeeMon,8,13,3,
"When my daughter moved to Australia from Canada I started to look into ways to make affordable international calls.  No apps seemed to work with our Blackberrys, I was using Skype on my laptop to call her but there were times that she wanted to call and she was paying close to $6 a minute, until I came upon Rebtel, it took me a while to figure out how it works, somehow it was not clear to me, but once I figured it out it was easy. Now we can make calls using our free local minutes. I'm very satisfied with Rebtel the quality of calls is very good and it is very easy to use.",It is the cheapest and best way to make long distance calls.,5,31,3,2014,17,40,41,1,14,2014-03-31T17:40:41,Canada,Anahita Zellers,2,0,3,
rebtel is app very cheap and offordable,very very nice,5,20,3,2014,7,45,17,4,12,2014-03-20T07:45:17,United States,Fonseca,1,0,0,
Rebstel doesnt give U the right minutes for your call.You dont even get the chance to know how many minutes you have.I wont recommend it to friends.I should have known better after reading the comments before buying it.,TERRIBLE,2,20,3,2014,0,27,19,4,12,2014-03-20T00:27:19,United States,SYAA,2,0,2,
I will never recommend Rebtel to a friend because it is too expensive to call with although I like the convenience of having the minutes there to call in case of an emergency....definitely not intended for a long chat.,Price too high/minutes. Although convenient I still hav to depend on calling cards.,3,19,3,2014,19,49,51,3,12,2014-03-19T19:49:51,United States,Alice,1,0,0,
Reduce price for some of us that are high users,Too expensive,2,19,3,2014,18,40,19,3,12,2014-03-19T18:40:19,United States,Bede,1,0,1,
I just tried my first few phone calls to Kenya. I was pleased with the quality of the connections but especially pleased to be able to do so at such a comparatively reasonable price. The system of having a local number to call to reach friends in Kenya works surprisingly well.,Wonderful service at a great price!,5,19,3,2014,15,52,55,3,12,2014-03-19T15:52:55,United States,Pat J,1,0,0,
"I have been with other net works before but tiebreak stands out in terms of service , cost effective n ultimately the fact that it stops me from carrying 2 phones made it a perfect choice for me....",Excellent,4,19,3,2014,14,42,28,3,12,2014-03-19T14:42:28,United Kingdom,Oluwatosin,1,0,0,
"clear ,stable and cheap,just what I need!",clear and stable,5,19,3,2014,14,37,55,3,12,2014-03-19T14:37:55,China,Jing,1,0,0,
"Its very good in connecting to back home calls for a good price. but my relatives won't see a proper display number when I call them, so there are chances that may think my call as a some unknown fake call.",very good,4,19,3,2014,13,39,45,3,12,2014-03-19T13:39:45,Canada,Bindu,1,0,0,
A friend of mine introduced me to rebtel few months ago and ever since I have stopped using phone cards to make international calls because rebtel is relatively cheaper and fast. You don't have to worry about the number for international call since rebtel connects you direct. It is also very reliable and connects you without fail. My desire is that rebtel network is advertised nationwide with their agencies all over the country because it seems to be very new anytime I introduce it to friends.,Rebtel is excellent for international and local call. It is very fast and cheap,5,5,3,2014,8,31,14,3,10,2014-03-05T08:31:14,United States,Debrah,1,0,0,
"costing ma alot of money !!!!.....i spending to much money calling to my country...i spent 100 dollars for load just only 5 days and every time i make a phone call to my country ... Eating Up Your minutes ......and the international rate is ridiculous!!!BEWARE THIS COMPANY ' don't waste your time to  get  this service!!.. i should believe and listen  to  my friend and other people ...said 'you'll regret ....' anyway, im done !!.....i will not  recommend this service to my friend relative or people!!!....i dont feel sorry.....",I HATE REBTEL,1,28,2,2014,16,3,34,5,9,2014-02-28T16:03:34,States,Jeremy Hagy,1,0,0,
"I have been using rebtel for 6 months spending minimum of 60 bucks a week.at that time the rate was 19c/m but now they double it to 27c/m that is not fair.now one thing comes to my mind says ""NO MORE REBTEL""!!!!!!guys there may be better companies than rebtel to make you satisfay on your call.....make the best choice but NOT REBTEL!!!!!",I think I was wrong when I decided to use rebtel!!,1,26,2,2014,20,38,24,3,9,2014-02-26T20:38:24,United States,ekubay brhane,1,0,2,
I Have one question. I am using rebtel 10$ deal for india calls. I am using Comviq mobile network(My local n/w). Any local call charges rate will apply to Rebtel calls .,Good,4,25,2,2014,20,8,16,2,9,2014-02-25T20:08:16,States,Saritha Reddy,1,0,0,
"beware, lately they have increased their international rates. They now have different options and the minutes will expire before you know it.  I recharged my account but I was told it is expired before using it.  They use to have great products but with the new change it is time for me to say ciao to rebtel and find me  another provider.",Rebtel is not my choice anymore,2,19,2,2014,5,22,17,3,8,2014-02-19T05:22:17,United States,Shawn,1,0,0,
"Bought USA to India package, 2.4$ - 243 minutes(one month validity). Here is my feedback.",very good w.r.t cheaper call rates,4,17,2,2014,11,3,52,1,8,2014-02-17T11:03:52,States,Bobby,1,0,0,
"always disconnect, it work whenever it want to., atleast 3 attempts to make a single call. Too bad.",it deserve only rubish bin,1,15,2,2014,10,31,21,6,7,2014-02-15T10:31:21,United States,Mahesh,1,0,0,
"I surely wish my minutes didn't expire!  I am a NEW customer, and I noticed my minutes expired at the beginning of February.  I should have read the small print -;o(   I am disappointed I never heard back from Rebtel!  I was hoping for a one-time credit since I am new to this program!!  Can you ""pull some strings"" for me??",Why do minutes expire??,3,13,2,2014,22,11,47,4,7,2014-02-13T22:11:47,United States,Diane,1,0,0,
"I find you service highly efficient, fast and speedy.",You service is very prompt and efficient.,5,13,2,2014,8,23,40,4,7,2014-02-13T08:23:40,Australia,Samuel firew,1,0,1,
v. gud service.....................................,gud.............................,5,13,2,2014,2,6,24,4,7,2014-02-13T02:06:24,Australia,Aman,1,0,0,
I have been using rebtel for around 15 days now and feel that overall its satisfactory service. I do feel a lag in response most of the time. Also around 70% of time. My first call fails and second call to same number works.,good call quality but some lag in response,3,12,2,2014,20,12,48,3,7,2014-02-12T20:12:48,United States,newuser,1,0,0,
have been using this service for a few months. very good call quality & very cheap.,call europe,5,12,2,2014,16,47,20,3,7,2014-02-12T16:47:20,United States,Marky,1,0,0,
"Not good,  I wasted my money and I couldn't talk as well",Not good,1,12,2,2014,12,7,48,3,7,2014-02-12T12:07:48,Australia,Sujatha,1,0,0,
Come on Try it~~~,I love used it,5,12,2,2014,10,2,14,3,7,2014-02-12T10:02:14,United States,Chuanzi,1,0,0,
Reasonable price to Belarus and calls were okay for a while BUT calls became full of static and other parties could not always hear us. We wanted a full refund of $90 balance due to continuing poor quality of service. E-mailed them at the proper address. No answer. E-mailed again weeks later- no answer. Could find no phone number whatsoever at which to call them. Expect much better of Swedish company.,"Poor Quality to Belarus & No Reply to 2 E-mails, BUT....",3,5,2,2014,17,37,37,3,6,2014-02-05T17:37:37,United States,Carl Neprud Love,1,0,0,
Thanks to Rebtel. I can always call my loved ones back home anytime I want :-) - Minnie,Great to have!,5,5,2,2014,16,28,43,3,6,2014-02-05T16:28:43,Canada,Minnie,1,0,0,
Great service!!,Great!,4,3,2,2014,20,55,39,1,6,2014-02-03T20:55:39,United Kingdom,Lola A,1,0,0,
Calling rates to Algeria are too expensive.,Calling rates to algeria though rebtel are curently too expensive compared to other countries.,2,31,1,2014,23,13,20,5,5,2014-01-31T23:13:20,United States,alik,1,0,1,
That's why I want Rebtel should reconfigure its rate plan for  Bangladesh so that we can talk more with our relative in home country.,i think rate for calling in bangladesh is high.,5,31,1,2014,2,53,25,5,5,2014-01-31T02:53:25,United States,Ashim Dey,1,0,0,
"I just used rebtel to call bangladesh. I have used 35.32 minutes but on my rebtel account it showed 36.32 minutes. That means they are stealing your 1 minute in every call you made. Be honest, you will be in the market for long time.",Real minutes are not counting,2,30,1,2014,9,57,50,4,5,2014-01-30T09:57:50,States,Nobel,1,0,0,Male
cheapest way to call from germany to cuba. sending messages is cheaper than the normal contracts in germany,best deal,5,29,1,2014,20,32,59,3,5,2014-01-29T20:32:59,Germany,Rolf,2,0,0,
Making calling The Gambia so much easier and cheaper.  Excellent from my perspective.  Only problem is I offer them the chance for paid reply and not sure they can do so without registering themselves with Rebtel which seems to be difficult for them there. It therefore means that replies to my messages using Rebtel do not return to Rebtel but my to usual messaging icon,Makes life so much easier and cheaper!,4,29,1,2014,14,32,0,3,5,2014-01-29T14:32:00,United Kingdom,Jane Smith,5,0,1,
This is a good job.,Rebtel,4,29,1,2014,12,7,41,3,5,2014-01-29T12:07:41,France,Rao Yasir Razaq Khan,1,0,0,
Ralph presendieu,Good,5,29,1,2014,8,47,36,3,5,2014-01-29T08:47:36,United States,Mistere Presendieu,1,0,0,
Happy but you can do better on the call toward ivory coast,very happy,4,29,1,2014,8,29,58,3,5,2014-01-29T08:29:58,United States,Sory Toure,1,0,0,
"Quality is not good, should be done improvements!",should be improved!,1,29,1,2014,8,26,23,3,5,2014-01-29T08:26:23,United Kingdom,Agshin Rzayev,1,0,0,
"I've been using rebtel to call my girlfriend in Cambodia for about 3 weeks now. Sure, rebtel rates are fairly cheap but is it really worth it when both of us cannot make out what the other person is saying? We're constantly asking each other to repeat themselves because it's so muffled. We usually end our conversations more frustrated than anything because it's extremely annoying to have to repeat yourself over and over again. Also, there's a feature on the mobile app for collect SMS. Meaning the other person can text you and it will charge you. At least the SMS go through well, right? Well.. yes and no. I was ecstatic to find out that I can pay for her SMS sent to me because being in the Peace Corps, she's limited financially. I turned on the feature and let her know that she can text me freely because she does not have to pay for it. But did it charge me? Nope. Did it charge her? Yes.",its like talking to someone while wearing earplugs,1,27,1,2014,1,5,40,1,5,2014-01-27T01:05:40,United States,Phil Kim,1,0,0,
"It is great to make a phone call with REBTEL to friends and family's. It is very low rates. If you have a smartphone and laptop, tablet  just download the apps you are ready to go. I been using REBTEL 2 YEARS NOW, So far I have no problem.",I love it. It is work great!!!!!!!!!!!!!!,5,14,1,2014,3,38,31,2,3,2014-01-14T03:38:31,United States,Tirhas Wbs,1,0,0,
I prefer Rebtel than prepaid phone card services.,Rebtel is my best International phone service provider.,5,11,1,2014,10,12,35,6,2,2014-01-11T10:12:35,United States,Endale Hailegiorgis,1,0,0,
"Reasonable rates, decent web interface, convenient billing... what's not to like?",No problems thus far...,5,8,1,2014,21,41,15,3,2,2014-01-08T21:41:15,United States,D Thompson,1,0,0,
I CALL PARIS OFTEN BUT CAN ONLY GET THROUGH WITH REBTEL ONCE EVERY 20 TRIES. REALLY POOR. CALL ON MY MOBILE WITH VIBER. WORKS EVERY TIME.,WHY USE REBTEL WHEN VIBER WORKS EVERY TIME FROM MY MOBILE?,2,8,1,2014,21,32,18,3,2,2014-01-08T21:32:18,Sweden,Nigel Moore,2,0,0,
"Rebtel is the best for your international calls. the rates are great ,and good news no expiration date",excellent service affordable great rate,5,8,1,2014,16,21,22,3,2,2014-01-08T16:21:22,United States,Monique Obas,1,0,0,
Unfortunately I don't have mucho to say. Rebtel is a good product.,I like Rebtel.,5,8,1,2014,14,58,50,3,2,2014-01-08T14:58:50,United States,Heber Romo Priego,1,0,0,
"As much as want to acknowledge the fact that Rebtel is a very cheap and reliable way of making calls to abroad at a very cheap rate, i still belief there is a room for more improvement.",A very cheap and reliable way to connect to family abroad.,4,8,1,2014,11,39,34,3,2,2014-01-08T11:39:34,United Kingdom,Adebeso.O.A,1,0,0,
Easy transaction my calls always go through..highly recommend,Never A Problem,5,7,1,2014,3,33,45,2,2,2014-01-07T03:33:45,United States,Jade G,1,0,0,
The service is great. I was surprised when my credit ran out during a call and I was able to recharge and reconnect without hanging up.,decent service and rates,4,24,12,2013,18,21,25,2,52,2013-12-24T18:21:25,United States,kwacks,1,0,0,
Veloci le chiamate con numero virtuale qualità chiamate buona servizio assistenza disponibile e veloce,ottimi prodotti,4,24,12,2013,8,14,33,2,52,2013-12-24T08:14:33,Italy,Pietro Valletta,1,0,0,
see above comment,"excelllent idea: simple, easy to operate, no advertisements",5,24,12,2013,8,5,58,2,52,2013-12-24T08:05:58,Germany,Peadar Mara,1,0,0,
"Horrible customer service. Features disappear due to ""infustructure upgrades"" And no effort is made to rectify the situation, for more than two months. The only thing I can say is the long distance calling is cheap enough but I have had a ton of problems with being connected to the wrong person after dialing my wife's locate number which is saved in my phone so I know it is not the wrong number. Calls are dropped for no reason, from the Rebtel servers. I give them a 2 out of 10 across the board. I give them a 10 of 10 in regards to taking my money promptly while still not fixing services.","Service is lacking, to say the least.",2,23,12,2013,20,11,3,1,52,2013-12-23T20:11:03,United States,Jeff Davis,1,0,0,
"Rebtel offers an extremely versatile solution for affordable international calls.  I have recommended it to many friends who were absolutely thrilled with the savings.  The sound quality used to be barely fair but it has improved.  The sound quality will not match the far more pricey direct dial, but it is perfectly audible.","Excellent value, with adequate sound quality.",4,23,12,2013,19,33,42,1,52,2013-12-23T19:33:42,Bahrain,Adel Al-Mangour,1,0,0,
"i use this app often however find it fiddly. i wish it would become seamless . If it does , it will do well .",great app and concept.  needs to iron out the call quality issues on occasions,3,23,12,2013,19,18,21,1,52,2013-12-23T19:18:21,Australia,Alok Ahuja,1,0,0,
"I would recommend Rebtel to anyone and everyone, since am using it, it has helped saved a lot on phone calls, it lets me stay connected with family and friends who are far away and it is so easy to use. Never had a problem with the calls nor with the connections, unlike with other similar companies I have used in the past.",Amazing quality of calls at an unbeatable low price,5,14,11,2013,18,57,5,4,46,2013-11-14T18:57:05,Spain,Monica Martin,4,0,0,
"Sorry , which is my true opinion and I won't refill any credit anymore.",Connection is weak and un-acceptable.,1,13,11,2013,20,37,10,3,46,2013-11-13T20:37:10,United States,Leslie Liu,1,0,0,
"Quality is good , but service is expensive.","Quality is good , but service is expensive",4,13,11,2013,16,21,48,3,46,2013-11-13T16:21:48,United States,Binyam Mekonnen,1,0,0,
Great service,Excellent cheap service to call India,5,13,11,2013,15,42,1,3,46,2013-11-13T15:42:01,United States,Testguru,1,0,0,
Clearer and more consistent than Skype. Andcworks anywhere.,very slick. works well.,5,13,11,2013,9,5,10,3,46,2013-11-13T09:05:10,United Kingdom,Nigel Williams,2,0,0,
I will recommend it,Reliable,5,13,11,2013,8,47,7,3,46,2013-11-13T08:47:07,United States,Suzzane Akande,1,0,0,
haoundjiroun@hotmail.fr,haroun djiroun,5,2,11,2013,11,36,51,6,44,2013-11-02T11:36:51,States,Djiroun Haroun,1,0,0,
I would recommend it to anyone that needs to call internationally. Rebtel rates are unbeatable,Great service,5,1,11,2013,17,24,47,5,44,2013-11-01T17:24:47,United States,Cee cee,1,0,0,
good and working,Always working,5,31,10,2013,7,54,59,4,44,2013-10-31T07:54:59,Sweden,Monika Inghe,1,0,0,
Happy with its service.,Great,5,30,10,2013,22,11,14,3,44,2013-10-30T22:11:14,United States,M Rivas,1,0,0,
Your rates are low and I am able to more and longer to friends overseas!,I have had only great service from Rebtel.,5,30,10,2013,18,52,29,3,44,2013-10-30T18:52:29,South Africa,Corne Steyn,1,0,0,
"So glad I found you,would not be able to talk to my family in Germany and England. Thank you, Ursula","Fast, perfect connection every time!",5,30,10,2013,15,47,49,3,44,2013-10-30T15:47:49,United States,Ursula Jumper,1,0,0,
Works great and good rates,Like it!,5,30,10,2013,14,32,38,3,44,2013-10-30T14:32:38,United States,Alek,1,0,0,
Rebtel is superb. I feel much better now with most of my family in Africa.,Oustanding,4,24,10,2013,1,13,23,4,43,2013-10-24T01:13:23,United States,Emeka Obiakonwa,1,0,0,
My number one operator for Global's phone call.,Cheap and good.,5,23,10,2013,14,7,47,3,43,2013-10-23T14:07:47,Norway,Jan Olsen,3,0,0,
"Easy to use,no drop calls. So far it is the best international calling system.",Excellent call quality,5,23,10,2013,12,43,50,3,43,2013-10-23T12:43:50,States,Andriy  Melnychenko,2,0,0,Male
"It is very useful,thanks.","it is very usefull,thanks.",5,23,10,2013,11,53,10,3,43,2013-10-23T11:53:10,Italy,Jewel Zahurul Islam,1,0,0,
"I have searched a long time for a phone card or other subscription that would enable me to make cheap international calls, and at last I have found one in Rebtel. There are no frills, no gimmicks, just a fast-working method that brings me in contact with loved ones in New Zealand, the USA and elsewhere by dialing a special number. I am amazed at how cheap it is--I initially bought for ten dollars and still have almost five dollars left, after 10-12 calls each lasting more than ten minutes and some up to forty. I don't know how Rebtel does it, but I have just bought more time!","Rebtel is a wonderful, efficient and inexpensive way to make international calls",5,23,10,2013,11,49,11,3,43,2013-10-23T11:49:11,Denmark,Brian,3,0,0,
"I've been using Rebtel for over two years now and largely the service is convenient and competitive on pricing. However my issue is with custmer service, if you ever run into technical difficulties, you can not speak to anyone, you have to send off an email and wait until someone gets back to you. The access number in Toronto has been unavailable for a couple of hours now and there is absolutely nothing I can do about it but wait for Rebtel to respond to me in their own sweet time. Does not work for me! Time to look for an alternative service.",Access number unavialable!,3,18,10,2013,20,39,51,5,42,2013-10-18T20:39:51,Canada,Eyi,1,0,0,
The plain vanilla service (setting up a local number to call abroad) is excellent; straightforward to implement and above acceptable call quality (it is VoIP after all).,Cheapest option for calling the UAE.,4,16,10,2013,9,46,42,3,42,2013-10-16T09:46:42,Greece,Manthos Kallios,2,18,0,
I am very satisfied with the excellent connection and quality and would,Reliable and easy,5,15,10,2013,22,0,42,2,42,2013-10-15T22:00:42,Denmark,HP,5,0,0,
"You guys are great, nothing to complain about so far. hopefully it will stay that way.",awesomeness!!!!!!!!!,5,15,10,2013,21,28,52,2,42,2013-10-15T21:28:52,United States,Namara Sarrette,1,0,0,
IL NUMERO ASSEGNATOMI 06 99268200 NON FUNZIONA E NON SO COME RISOLVERE IL PROBLEMA. DEVO TELEFONARE CON TIM O TELECOM.,UN NUMERO NON RAGGIUNGIBILE TRAMITE VOI. MA ESISTE DA RETE TELECOM E TIM,3,15,10,2013,20,58,28,2,42,2013-10-15T20:58:28,Italy,Vittorio Antoniazzi,1,0,0,
I couldnt use the service for a emergency call in spain and therefore it was useless for me,Didnt call to a number in spain,1,15,10,2013,18,31,18,2,42,2013-10-15T18:31:18,Spain,Ilker Taner,2,0,0,
"I have used Rebtel for over a year now ,and I LOVE IT. We can talk to our friends in Costa Rica all we want for pennies I would recommend this to anyone anywhere. Thank You Rebtel, for the GREAT Service !!!!!!!!!!!!!!!!!!!!",Calling anywhere is EASY With Rebtel,5,15,10,2013,16,0,19,2,42,2013-10-15T16:00:19,United States,Fredrick Cole,1,0,0,
Very nice network,nice,5,15,10,2013,15,39,49,2,42,2013-10-15T15:39:49,France,Muhammad Imran,1,0,0,
"It was good on the first time but I'm so sorry it became a very bad company, when I make a call they cut it to tell me if I wan to make a free call and the so-called free call never come, so personally I don't and never recommend it to anybody and I'm going to use just a simple cards more better than especially this company",So bad deal with REBTEL,1,12,10,2013,3,3,41,6,41,2013-10-12T03:03:41,United States,Ahcene Abdous,1,0,0,
great app...very good quality.,great app...very good quality.,5,10,10,2013,12,21,49,4,41,2013-10-10T12:21:49,Norway,Jafar Khayati,2,14,0,
"It is a great plan to have if you want to call overseas including Canada.  Extremely inexpensive, so you don't have to worry about how long you'll stay on the phone.  I recommend!",This is a great plan - I am enjoying it!,5,9,10,2013,20,42,47,3,41,2013-10-09T20:42:47,United States,Annie,1,0,0,
I used another international phone service for a number of years.  The call quality was good at first and then steadily worsened.  I decided to find an alternative and went with Rebtel.,Excellent value and call quality !,5,9,10,2013,18,57,38,3,41,2013-10-09T18:57:38,United States,Chris Harwood,1,0,0,
I would like to know if I can send minute to friends in other countries thanks.,"great deal, good business",5,9,10,2013,17,13,12,3,41,2013-10-09T17:13:12,United States,Gerome Ogeris,1,0,0,
Clear connection and excellent price,Excellent connection and rate .,5,9,10,2013,16,4,33,3,41,2013-10-09T16:04:33,United States,Jose Camaraza,1,0,0,
"I use Rebtel to call my daughter in Canada from the U. S. and the service is excellent, the sound quality is excellent, and I never have to wait to get connected.",Great international phone service at a very low cost,5,9,10,2013,14,54,39,3,41,2013-10-09T14:54:39,United States,Mitchell Nagorsky,1,0,0,
"it is great can talk to my son at any time, and the price is very good",excellent connections,2,9,10,2013,14,42,4,3,41,2013-10-09T14:42:04,United States,Sheila Dame,1,0,0,
Talking with my family is much easier and cheaper.,Overseas calls made easy!,4,9,10,2013,14,18,13,3,41,2013-10-09T14:18:13,United States,Jennifer Tasneem,1,0,0,
"I call India usually. Call rates are very high on Rebtel, but the deals for India are good. you have a big India saver and Max India saver, I hope you can include one more deals which is between these ranges(for may be 500 minutes per month, which is ideal).",Deals make sense!,4,9,10,2013,13,46,1,3,41,2013-10-09T13:46:01,United States,Harsha K,1,0,0,
been using since 5 months no complain,best of the best,5,9,10,2013,13,39,2,3,41,2013-10-09T13:39:02,United Kingdom,darpan Stha,1,0,0,
I'm so glad I discovered Rebtel. Since then this is the only way I call back home. My friends are using it to call home too and they are all really happy with it.,Flawless,5,9,10,2013,13,29,53,3,41,2013-10-09T13:29:53,Sweden,Anna,1,0,0,
My experience using rebtel has been a pleasant one.,Very good.,5,9,10,2013,12,38,13,3,41,2013-10-09T12:38:13,United States,Joseph Olunwa,1,0,0,
The service is excellent and I would recommend it to my friends.,excellent,5,8,10,2013,3,3,21,2,41,2013-10-08T03:03:21,United States,Ahmed Ahmed,1,0,0,
Very pleased with rebtel it saves a lot of money as i always make calls and send sms to my partner and family abroad..i would recommend it to everyone.,Great service!!,5,20,9,2013,20,38,55,5,38,2013-09-20T20:38:55,United Kingdom,Ms M N,1,0,0,
"Keeps on ringing to the 4th time until it actually connects me to the number I'm calling:( ..then the person I'm  calling actually only got 1or 2 rings on their part? Kinda confusing? Lastly, once in a while, the reception is very poor..our conversations gets cut-off..That's calling from here in USA to Qatar..",3rd time is not a charm..,3,20,9,2013,3,18,18,5,38,2013-09-20T03:18:18,United States,Sette Siacor,1,0,0,
Good but it would be better if Rebtel cut 0.020$  per minute. As a student I will appreciate it. SMS rate should be low also.,Please reduce call rates,3,19,9,2013,15,19,31,4,38,2013-09-19T15:19:31,United States,Mohammad Hassan,1,0,0,
